Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Fall 2017 - Day,CSC-342-01,CS-38,Web-Based Application Design,4,EXAM,RLY 204,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,,undergraduate day,CSC-102 or 121 ,,3,2881
Fall 2017 - Day,CSC-363-01,CS-36,Programming Lang Structures,4,LEC,PYR 031,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Christopher A. Healy,9,,undergraduate day,CSC-122,,1,2888
Fall 2017 - Day,CSC-363-01,CS-36,Programming Lang Structures,4,LAB,RLY 203,08/22/17,12/05/17,R,02:30PM,04:30PM,,9,,undergraduate day,CSC-122,,2,2888
Fall 2017 - Day,CSC-363-01,CS-36,Programming Lang Structures,4,EXAM,PYR 031,12/07/17,12/07/17,R,12:00PM,02:30PM,,9,,undergraduate day,CSC-122,,3,2888
Fall 2017 - Day,CSC-475-01,CS-75,Seminar in Computer Science,4,SEM,JHN 111I,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. Tom Allen,2,,undergraduate day,,instructor permission now required,1,2891
Fall 2017 - Day,CSC-475-01,CS-75,Seminar in Computer Science,4,EXAM,JHN 111I,12/13/17,12/13/17,W,12:00PM,02:30PM,,2,,undergraduate day,,instructor permission now required,2,2891
Fall 2017 - Day,CSC-475-02,CS-75,Seminar in Computer Science,4,SEM,RLY 100,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Tom Allen,4,WR,undergraduate day,,instructor permission now required,1,2891
Fall 2017 - Day,CSC-475-02,CS-75,Seminar in Computer Science,4,EXAM,RLY 100,12/11/17,12/11/17,M,08:30AM,11:00AM,,4,WR,undergraduate day,,instructor permission now required,2,2891
Fall 2017 - Day,ECN-111-01,ECN-11,Introduction to Economics,4,LEC,RLY 109E,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Kelsey Hample,14,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-01,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,12/13/17,12/13/17,W,08:30AM,11:00AM,,14,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-02,ECN-11,Introduction to Economics,4,LEC,RLY 109E,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Jessie Wang,13,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-02,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,12/11/17,12/11/17,M,08:30AM,11:00AM,,13,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-03,ECN-11,Introduction to Economics,4,LEC,RLY 109E,08/22/17,12/05/17,TR,08:30AM,09:45AM,Dr. Jason C. Jones,21,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-03,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,12/08/17,12/08/17,F,08:30AM,11:00AM,,21,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-04,ECN-11,Introduction to Economics,4,LEC,RLY 109E,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Jason C. Jones,22,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-04,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,12/12/17,12/12/17,T,08:30AM,11:00AM,,22,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-05,ECN-11,Introduction to Economics,4,LEC,HIP 204,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Taha Kasim,21,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-05,ECN-11,Introduction to Economics,4,EXAM,HIP 204,12/12/17,12/12/17,T,12:00PM,02:30PM,,21,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-06,ECN-11,Introduction to Economics,4,LEC,HIP 209,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Nathaniel P. Cook,2,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-06,ECN-11,Introduction to Economics,4,EXAM,HIP 209,12/07/17,12/07/17,R,12:00PM,02:30PM,,2,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-07,ECN-11,Introduction to Economics,4,LEC,HIP 209,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Jessie Wang,17,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-07,ECN-11,Introduction to Economics,4,EXAM,HIP 209,12/13/17,12/13/17,W,12:00PM,02:30PM,,17,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-111-08,ECN-11,Introduction to Economics,4,LEC,RLY 109E,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Jessie Wang,18,HB,undergraduate day,,,1,2899
Fall 2017 - Day,ECN-111-08,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,12/11/17,12/11/17,M,12:00PM,02:30PM,,18,HB,undergraduate day,,,2,2899
Fall 2017 - Day,ECN-225-01,ECN-25,Statistics for Econ & Business,4,LEC,HIP 204,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. David Roe,FULL,MR,undergraduate day,,,1,2900
Fall 2017 - Day,ECN-225-01,ECN-25,Statistics for Econ & Business,4,EXAM,HIP 204,12/07/17,12/07/17,R,08:30AM,11:00AM,,FULL,MR,undergraduate day,,,2,2900
Fall 2017 - Day,ECN-225-02,ECN-25,Statistics for Econ & Business,4,LEC,HIP 204,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. David Roe,FULL,MR,undergraduate day,,,1,2900
Fall 2017 - Day,ECN-225-02,ECN-25,Statistics for Econ & Business,4,EXAM,HIP 204,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,MR,undergraduate day,,,2,2900
Fall 2017 - Day,ECN-225-03,ECN-25,Statistics for Econ & Business,4,LEC,HIP 204,08/22/17,12/05/17,TR,11:30AM,12:45PM,Dr. David Roe,FULL,MR,undergraduate day,,,1,2900
Fall 2017 - Day,ECN-225-03,ECN-25,Statistics for Econ & Business,4,EXAM,HIP 204,12/08/17,12/08/17,F,12:00PM,02:30PM,,FULL,MR,undergraduate day,,,2,2900
Fall 2017 - Day,ECN-236-01,ECN-36,Economics of the Environment,4,LEC,HIP 107,08/22/17,12/05/17,TR,08:30AM,09:45AM,Dr. Taha Kasim,FULL,HB NE,undergraduate day,ECN-111,,1,2904
Fall 2017 - Day,ECN-236-01,ECN-36,Economics of the Environment,4,EXAM,HIP 107,12/08/17,12/08/17,F,08:30AM,11:00AM,,FULL,HB NE,undergraduate day,ECN-111,,2,2904
Fall 2017 - Day,ECN-236-02,ECN-36,Economics of the Environment,4,LEC,HIP 107,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Taha Kasim,FULL,HB NE,undergraduate day,ECN-111,,1,2904
Fall 2017 - Day,ECN-236-02,ECN-36,Economics of the Environment,4,EXAM,HIP 107,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,HB NE,undergraduate day,ECN-111,,2,2904
Fall 2017 - Day,ECN-237-01,,Economics of Poverty,4,LEC,RLY 107,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Robert S. Arden,FULL,HB,undergraduate day,ECN-111,,1,4496
Fall 2017 - Day,ECN-237-01,,Economics of Poverty,4,EXAM,RLY 107,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,HB,undergraduate day,ECN-111,,2,4496
Fall 2017 - Day,ECN-243-01,ECN-A43,Economic Growth & Development,4,LEC,HIP 204,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Kelsey Hample,FULL,WC,undergraduate day,ECN-111,,1,2910
Fall 2017 - Day,ECN-243-01,ECN-A43,Economic Growth & Development,4,EXAM,HIP 204,12/07/17,12/07/17,R,12:00PM,02:30PM,,FULL,WC,undergraduate day,ECN-111,,2,2910
Fall 2017 - Day,ECN-252-01,ECN-52,International Trade Theory,4,LEC,JHN 107,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Kailash Khandke,3,HB,undergraduate day,ECN-111,,1,2916
Fall 2017 - Day,ECN-252-01,ECN-52,International Trade Theory,4,EXAM,JHN 107,12/13/17,12/13/17,W,08:30AM,11:00AM,,3,HB,undergraduate day,ECN-111,,2,2916
Fall 2017 - Day,ECN-331-01,ECN-31,Empirical Methods in Economics,4,LEC,RLY 108,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Jessica Hennessey,FULL,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,1,2917
Fall 2017 - Day,ECN-331-01,ECN-31,Empirical Methods in Economics,4,LAB,RLY 108,08/22/17,12/05/17,W,02:30PM,04:30PM,Dr. Jessica Hennessey,FULL,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,2,2917
Fall 2017 - Day,ECN-331-01,ECN-31,Empirical Methods in Economics,4,EXAM,RLY 108,12/11/17,12/11/17,M,08:30AM,11:00AM,,FULL,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,3,2917
Fall 2017 - Day,ECN-331-02,ECN-31,Empirical Methods in Economics,4,LEC,RLY 108,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Jessica Hennessey,2,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,1,2917
Fall 2017 - Day,ECN-331-02,ECN-31,Empirical Methods in Economics,4,LAB,RLY 108,08/22/17,12/05/17,R,02:30PM,04:30PM,Dr. Jessica Hennessey,2,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,2,2917
Fall 2017 - Day,ECN-331-02,ECN-31,Empirical Methods in Economics,4,EXAM,RLY 108,12/11/17,12/11/17,M,12:00PM,02:30PM,,2,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,3,2917
Fall 2017 - Day,ECN-345-01,ECN-45,Intermediate Macroeconomics,4,LEC,HIP 202,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Jason C. Jones,FULL,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater  excluding ECN-225 and 503",,1,2918
Fall 2017 - Day,ECN-345-01,ECN-45,Intermediate Macroeconomics,4,EXAM,HIP 202,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater  excluding ECN-225 and 503",,2,2918
Fall 2017 - Day,ECN-346-01,ECN-46,Intermediate Microeconomics,4,LEC,RLY 109E,08/22/17,12/05/17,MR,02:30PM,04:00PM,Dr. Nathaniel P. Cook,FULL,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater excluding ECN-225 and ECN-503",,1,2919
Fall 2017 - Day,ECN-346-01,ECN-46,Intermediate Microeconomics,4,EXAM,RLY 109E,12/11/17,12/11/17,M,03:30PM,06:00PM,,FULL,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater excluding ECN-225 and ECN-503",,2,2919
Fall 2017 - Day,ECN-475C-01,ECN-75,Seminar in Economic Growth,4,SEM,RLY 109E,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Jeffrey J. Yankow,FULL,,undergraduate day,ECN-331 and ECN-345,,1,5277
Fall 2017 - Day,ECN-475C-01,ECN-75,Seminar in Economic Growth,4,EXAM,RLY 109E,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,,undergraduate day,ECN-331 and ECN-345,,2,5277
Fall 2017 - Day,EDU-001-01,ED-01,Education Laboratory I,0,LAB, ,08/22/17,12/05/17,,,,Dr. Scott Henderson,15,,undergraduate day,,,1,2987
Fall 2017 - Day,EDU-001-02,ED-01,Education Laboratory I,0,LAB, ,08/22/17,12/05/17,,,,Staff Staff,24,,undergraduate day,,,1,2987
Fall 2017 - Day,EDU-001-03,ED-01,Education Laboratory I,0,LAB, ,08/22/17,12/05/17,,,,Dr. Paul Thomas,13,,undergraduate day,,,1,2987
Fall 2017 - Day,EDU-111-01,ED-11,Perspectives on American Educ,4,LEC,HIP 107,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Scott Henderson,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",1,2989
Fall 2017 - Day,EDU-111-01,ED-11,Perspectives on American Educ,4,EXAM,HIP 107,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",2,2989
Fall 2017 - Day,EDU-111-03,ED-11,Perspectives on American Educ,4,LEC,HIP 209,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Paul Thomas,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",1,2989
Fall 2017 - Day,EDU-111-03,ED-11,Perspectives on American Educ,4,EXAM,HIP 209,12/11/17,12/11/17,M,08:30AM,11:00AM,,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",2,2989
Fall 2017 - Day,EDU-120-01,ED-20,Human Development,4,LEC,HIP 107,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Lorraine Dejong,1,HB,undergraduate day,,"juniors, sophomores, and first-year students only",1,2990
Fall 2017 - Day,EDU-120-01,ED-20,Human Development,4,EXAM,HIP 107,12/11/17,12/11/17,M,08:30AM,11:00AM,,1,HB,undergraduate day,,"juniors, sophomores, and first-year students only",2,2990
Fall 2017 - Day,EDU-120-02,ED-20,Human Development,4,LEC,HIP 206,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Judy L. Stuart,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",1,2990
Fall 2017 - Day,EDU-120-02,ED-20,Human Development,4,EXAM,HIP 206,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",2,2990
Fall 2017 - Day,EDU-120-03,ED-20,Human Development,4,LEC,HIP 107,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Lorraine Dejong,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",1,2990
Fall 2017 - Day,EDU-120-03,ED-20,Human Development,4,EXAM,HIP 107,12/07/17,12/07/17,R,12:00PM,02:30PM,,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",2,2990
Fall 2017 - Day,EDU-120-04,ED-20,Human Development,4,LEC,HIP 206,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Judy L. Stuart,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",1,2990
Fall 2017 - Day,EDU-120-04,ED-20,Human Development,4,EXAM,HIP 206,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,HB,undergraduate day,,"juniors, sophomores, and first-year students only",2,2990
Fall 2017 - Day,EDU-221-01,ED-21,Students With Exceptionalities,4,LEC,HIP 206,08/22/17,12/05/17,T,05:45PM,08:30PM,Dr. Judy L. Stuart,6,,undergraduate day,EDU-111 and EDU-120,,1,2993
Fall 2017 - Day,EDU-221-01,ED-21,Students With Exceptionalities,4,EXAM,HIP 206,12/12/17,12/12/17,T,06:30PM,09:00PM,,6,,undergraduate day,EDU-111 and EDU-120,,2,2993
Fall 2017 - Day,EDU-225-01,ED-25,Erly Primary Grds Tchng & Lrng,4,LEC,HIP 205,08/22/17,12/05/17,MW,05:45PM,07:15PM,Dr. Lorraine Dejong,12,,undergraduate day,"EDU- 111, EDU-120, and EDU-330 ",,1,2997
Fall 2017 - Day,EDU-225-01,ED-25,Erly Primary Grds Tchng & Lrng,4,EXAM,HIP 205,12/11/17,12/11/17,M,06:30PM,09:00PM,,12,,undergraduate day,"EDU- 111, EDU-120, and EDU-330 ",,2,2997
Fall 2017 - Day,EDU-305-01,,Arts Integration Elem Grades,4,SKL,HIP 205,08/22/17,12/05/17,MW,01:30PM,02:45PM,Dr. Kathy H. Cochran,11,,undergraduate day,EDU-111 or EDU-120,,1,5358
Fall 2017 - Day,EDU-305-01,,Arts Integration Elem Grades,4,EXAM,HIP 205,12/13/17,12/13/17,W,12:00PM,02:30PM,,11,,undergraduate day,EDU-111 or EDU-120,,2,5358
Fall 2017 - Day,EDU-330-01,ED-30,"Literacy Fnd & Inst, Grd PK-3",4,LEC,HIP 206,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Nelly Hecker,7,,undergraduate day,EDU-111 and EDU-120,,1,2998
Fall 2017 - Day,EDU-330-01,ED-30,"Literacy Fnd & Inst, Grd PK-3",4,EXAM,HIP 206,12/12/17,12/12/17,T,08:30AM,11:00AM,,7,,undergraduate day,EDU-111 and EDU-120,,2,2998
Fall 2017 - Day,EDU-331-01,ED-31,"Literacy Prcs & Inst, Grds 2-6",4,LEC,HIP 205,08/22/17,12/05/17,TR,11:30AM,12:45PM,Dr. Katherine Stover Kelly,7,,undergraduate day,EDU-111 and EDU-120,,1,2999
Fall 2017 - Day,EDU-331-01,ED-31,"Literacy Prcs & Inst, Grds 2-6",4,EXAM,HIP 205,12/08/17,12/08/17,F,12:00PM,02:30PM,,7,,undergraduate day,EDU-111 and EDU-120,,2,2999
Fall 2017 - Day,EDU-332-01,ED-32,Social Studies in Grades PK-6,4,LEC,HIP 205,08/22/17,12/05/17,TR,02:30PM,03:45PM,Dr. George Lipscomb,7,,undergraduate day,EDU-111 and EDU-120,,1,3000
Fall 2017 - Day,EDU-332-01,ED-32,Social Studies in Grades PK-6,4,EXAM,HIP 205,12/08/17,12/08/17,F,03:30PM,06:00PM,,7,,undergraduate day,EDU-111 and EDU-120,,2,3000
Fall 2017 - Day,EDU-333-01,ED-33,Science in Grades PK-6,4,LEC,HIP 205,08/22/17,12/05/17,TR,05:45PM,07:15PM,Kurt K. Blocher,10,,undergraduate day,EDU-111 and EDU-120,,1,3001
Fall 2017 - Day,EDU-333-01,ED-33,Science in Grades PK-6,4,EXAM,HIP 205,12/12/17,12/12/17,T,06:30PM,09:00PM,,10,,undergraduate day,EDU-111 and EDU-120,,2,3001
Fall 2017 - Day,EDU-350-01,ED-50,Curr & Methods Tchng Grds 9-12,2,LEC,HIP 101A,08/22/17,12/05/17,,,,Dr. Paul Thomas,13,,undergraduate day,EDU-221,,1,3004
Fall 2017 - Day,EDU-451-01,ED-51,Literature for Young Adults,4,LEC,HIP 106,08/22/17,12/05/17,M,05:45PM,08:30PM,Dr. Samantha B. Maddox,14,,undergraduate day,EDU-221,,1,3008
Fall 2017 - Day,EDU-451-01,ED-51,Literature for Young Adults,4,EXAM,HIP 106,12/11/17,12/11/17,M,06:30PM,09:00PM,,14,,undergraduate day,EDU-221,,2,3008
Fall 2017 - Day,EES-112-01,EES-21,Environmental Science,4,LEC,RNK 151,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Melissa L. Ranhofer,FULL,NE NWL,undergraduate day,,new students only,1,3021
Fall 2017 - Day,EES-112-01,EES-21,Environmental Science,4,LAB,RNK 152,08/22/17,12/05/17,R,02:30PM,05:20PM,Dr. Melissa L. Ranhofer,FULL,NE NWL,undergraduate day,,new students only,2,3021
Fall 2017 - Day,EES-112-01,EES-21,Environmental Science,4,EXAM,RNK 151,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,NE NWL,undergraduate day,,new students only,3,3021
Fall 2017 - Day,EES-112-02,EES-21,Environmental Science,4,LEC,RNK 152,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Geoffrey Habron,FULL,NE NWL,undergraduate day,,new students only,1,3021
Fall 2017 - Day,EES-112-02,EES-21,Environmental Science,4,LAB,RNK 152,08/22/17,12/05/17,M,02:30PM,05:20PM,Geoffrey Habron,FULL,NE NWL,undergraduate day,,new students only,2,3021
Fall 2017 - Day,EES-112-02,EES-21,Environmental Science,4,EXAM,RNK 152,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,NE NWL,undergraduate day,,new students only,3,3021
Fall 2017 - Day,EES-115-01,EES-11,Earth Systems,4,LEC,RNK 151,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Ruth F. Aronoff,FULL,NE NWL,undergraduate day,,new students only,1,5754
Fall 2017 - Day,EES-115-01,EES-11,Earth Systems,4,LAB,RNK 151,08/22/17,12/05/17,M,02:30PM,05:20PM,Dr. Ruth F. Aronoff,FULL,NE NWL,undergraduate day,,new students only,2,5754
Fall 2017 - Day,EES-115-01,EES-11,Earth Systems,4,EXAM,RNK 151,12/11/17,12/11/17,M,08:30AM,11:00AM,,FULL,NE NWL,undergraduate day,,new students only,3,5754
Fall 2017 - Day,EES-201-01,EES-24,Geographic Information Systems,4,LEC,PYR 118,08/22/17,12/05/17,TR,01:00PM,02:15PM,Mr. Michael P. Winiski ,FULL,,undergraduate day,,,1,3023
Fall 2017 - Day,EES-201-01,EES-24,Geographic Information Systems,4,LAB,PYR 118,08/22/17,12/05/17,R,02:30PM,05:20PM,Mr. Michael P. Winiski ,FULL,,undergraduate day,,,2,3023
Fall 2017 - Day,EES-201-01,EES-24,Geographic Information Systems,4,EXAM,PYR 118,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,,undergraduate day,,,3,3023
Fall 2017 - Day,EES-220-01,EES-32,Mineralogy and Petrology I,4,LEC,PYR 108,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Bill Ranson,4,,undergraduate day,"EES-110, 111, 112 or 113",,1,3027
Fall 2017 - Day,EES-220-01,EES-32,Mineralogy and Petrology I,4,LAB,PYR 108,08/22/17,12/05/17,R,02:30PM,05:20PM,Dr. Bill Ranson,4,,undergraduate day,"EES-110, 111, 112 or 113",,2,3027
Fall 2017 - Day,EES-220-01,EES-32,Mineralogy and Petrology I,4,EXAM,PYR 108,12/13/17,12/13/17,W,08:30AM,11:00AM,,4,,undergraduate day,"EES-110, 111, 112 or 113",,3,3027
Fall 2017 - Day,EES-343-01,EES-43,Environmental Systems,4,LEC,PYR 103,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Brannon Andersen,4,NE,undergraduate day,"BIO-111, CHM-110, EES-110, 112, or 113",,1,3035
Fall 2017 - Day,EES-343-01,EES-43,Environmental Systems,4,LAB,PYR 103,08/22/17,12/05/17,T,02:30PM,05:20PM,Dr. Brannon Andersen,4,NE,undergraduate day,"BIO-111, CHM-110, EES-110, 112, or 113",,2,3035
Fall 2017 - Day,EES-343-01,EES-43,Environmental Systems,4,EXAM,PYR 103,12/12/17,12/12/17,T,08:30AM,11:00AM,,4,NE,undergraduate day,"BIO-111, CHM-110, EES-110, 112, or 113",,3,3035
Fall 2017 - Day,EES-472-01,,Research and Analysis,4,SEM,PYR 103,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Bill Ranson,2,WR,undergraduate day,,,1,4665
Fall 2017 - Day,EES-472-01,,Research and Analysis,4,EXAM,PYR 103,12/11/17,12/11/17,M,12:00PM,02:30PM,,2,WR,undergraduate day,,,2,4665
Fall 2017 - Day,ENG-111A-01,ENG-21,British Literature to 1798,4,LEC,FUR 107,08/22/17,10/06/17,MTWRF,08:30AM,09:20AM,Dr. Melinda Menzer,18,TA,undergraduate day,,concludes October 6,1,5083
Fall 2017 - Day,ENG-111C-01,,American Passages,4,LEC,FUR 106,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Lynne Shackelford,FULL,TA,undergraduate day,,,1,5085
Fall 2017 - Day,ENG-111C-01,,American Passages,4,EXAM,FUR 106,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,TA,undergraduate day,,,2,5085
Fall 2017 - Day,ENG-111G-01,,Literature and Reality,4,LEC,FUR 106,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Karni P. Bhati,6,TA,undergraduate day,,,1,5406
Fall 2017 - Day,ENG-111G-01,,Literature and Reality,4,EXAM,FUR 106,12/11/17,12/11/17,M,08:30AM,11:00AM,,6,TA,undergraduate day,,,2,5406
Fall 2017 - Day,ENG-150-01,,Interpretive Strategies,4,LEC,JHN 208,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. Karni P. Bhati,11,TA,undergraduate day,,,1,5032
Fall 2017 - Day,ENG-150-01,,Interpretive Strategies,4,EXAM,JHN 208,12/13/17,12/13/17,W,12:00PM,02:30PM,,11,TA,undergraduate day,,,2,5032
Fall 2017 - Day,ENG-211-01,ENG-35,Professional Communication,4,LEC,FUR 117,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Lynne Shackelford,FULL,,undergraduate day,any first year writing seminar,instructor permission required,1,3049
Fall 2017 - Day,ENG-211-01,ENG-35,Professional Communication,4,EXAM,FUR 117,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,,undergraduate day,any first year writing seminar,instructor permission required,2,3049
Fall 2017 - Day,ENG-212-01,ENG-34,Journalism Principles & Prct,4,LEC,FUR 117,08/22/17,12/05/17,TR,08:30AM,09:45AM,Mindy Friddle,FULL,,undergraduate day,any first year writing seminar,instructor permission required,1,3050
Fall 2017 - Day,ENG-212-01,ENG-34,Journalism Principles & Prct,4,EXAM,FUR 117,12/08/17,12/08/17,F,08:30AM,11:00AM,,FULL,,undergraduate day,any first year writing seminar,instructor permission required,2,3050
Fall 2017 - Day,ENG-220-01,ENG-32,Writing Poems,4,LEC,FUR 111,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Laura L. Morris,1,,undergraduate day,any first year writing seminar,,1,3051
Fall 2017 - Day,ENG-220-01,ENG-32,Writing Poems,4,EXAM,FUR 111,12/07/17,12/07/17,R,12:00PM,02:30PM,,1,,undergraduate day,any first year writing seminar,,2,3051
Fall 2017 - Day,ENG-223-01,,Writing Nonfiction,4,LEC,FUR 119,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Joni Tevis,FULL,,undergraduate day,any first year writing seminar,,1,4360
Fall 2017 - Day,ENG-223-01,,Writing Nonfiction,4,EXAM,FUR 119,12/11/17,12/11/17,M,08:30AM,11:00AM,,FULL,,undergraduate day,any first year writing seminar,,2,4360
Fall 2017 - Day,ENG-243-01,,Fantasy & Science Fiction,4,LEC,FUR 110,08/22/17,12/05/17,MR,02:30PM,03:45PM,Dr. Michele D. Speitz,FULL,TA,undergraduate day,any first year writing seminar,,1,5354
Fall 2017 - Day,ENG-243-01,,Fantasy & Science Fiction,4,EXAM,FUR 110,12/11/17,12/11/17,M,03:30PM,06:00PM,,FULL,TA,undergraduate day,any first year writing seminar,,2,5354
Fall 2017 - Day,ENG-251-01,ENG-70,Medieval Arthurian Literature,4,LEC,FUR 106,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Jeanne Provost,6,TA,undergraduate day,any first year writing seminar,,1,5421
Fall 2017 - Day,ENG-251-01,ENG-70,Medieval Arthurian Literature,4,EXAM,FUR 106,12/12/17,12/12/17,T,12:00PM,02:30PM,,6,TA,undergraduate day,any first year writing seminar,,2,5421
Fall 2017 - Day,ENG-321-01,ENG-50,Victorian Novel,4,LEC,FUR 106,08/22/17,12/05/17,MR,02:30PM,03:45PM,Dr. Gretchen Braun,11,TA,undergraduate day,any first year writing seminar,,1,3064
Fall 2017 - Day,ENG-321-01,ENG-50,Victorian Novel,4,EXAM,FUR 106,12/11/17,12/11/17,M,03:30PM,06:00PM,,11,TA,undergraduate day,any first year writing seminar,,2,3064
Fall 2017 - Day,ENG-365-01,,Revolution and Reaction,4,LEC,FUR 106,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. Shane M. Herron,10,WR TA,undergraduate day,any first year writing seminar,,1,5575
